Enrollment Month,Plan Type,County,Plan Name, Count of Enrollees ,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2017-08,Special Project,Alameda,Cntr Elders Indep/Alameda,632,None,None
2017-08,Special Project,San Francisco,Family Mosaic Prj / SF,25,None,None
2017-08,Special Project,Sacramento,Sutter SeniorCare/Sac,274,None,None
2017-08,Two-Plan,Alameda,Alameda Alliance for Hlth,"266,493",None,None
2017-08,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"64,824",None,None
2017-08,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"28,504",None,None
2017-08,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"112,071",None,None
2017-08,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,"19,913",None,None
2017-08,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,"19,189",None,None
2017-08,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"75,796",None,None
2017-08,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"20,232",None,None
2017-08,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"95,302",None,None
2017-08,Two-Plan,Fresno,CalViva Health Fresno,"302,004",None,None
2017-08,Two-Plan,Kings,CalViva Health Kings,"27,292",None,None
2017-08,Two-Plan,Madera,CalViva Health Madera,"36,491",None,None
2017-08,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"184,821",None,None
2017-08,Two-Plan,Los Angeles,Health Net / LA,"1,020,045",None,None
2017-08,Two-Plan,Kern,Health Net/Kern,"76,815",None,None
2017-08,Two-Plan,San Joaquin,Health Net/San Joaquin,"22,509",None,None
2017-08,Two-Plan,Stanislaus,Health Net/Stanislaus,"75,558",None,None
2017-08,Two-Plan,Tulare,Health Net/Tulare,"114,986",None,None
2017-08,Two-Plan,Stanislaus,Health Plan of San Joaquin,"129,056",None,None
2017-08,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"220,373",None,None
2017-08,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"607,492",None,None
2017-08,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"634,189",None,None
2017-08,Two-Plan,Kern,Kern Hlth Systems,"249,464",None,None
2017-08,Two-Plan,Los Angeles,LA CARE,"2,060,289",None,None
2017-08,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"90,312",None,None
2017-08,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"77,761",None,None
2017-08,Two-Plan,San Francisco,San Francisco Hlth Plan,"137,377",None,None
2017-08,Two-Plan,Santa Clara,Santa Clara Family Hlth,"265,068",None,None
2017-09,Cal MediConnect,Los Angeles,Anthem Blue Cross (Care More) CCI,"3,653",None,None
2017-09,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,"2,951",None,None
2017-09,Cal MediConnect,Orange,CalOPTIMA CCI,"15,135",None,None
2017-09,Cal MediConnect,Los Angeles,Care 1st Health Plan CCI,"3,620",None,None
2017-09,Cal MediConnect,San Diego ,Care 1st Parternship CCI,"2,378",None,None
2017-09,Cal MediConnect,San Diego ,Community Health Group CCI,"5,350",None,None
2017-09,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,"12,635",None,None
2017-09,Cal MediConnect,San Diego ,Health Net San Diego CCI,"2,166",None,None
2017-09,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,"9,189",None,None
2017-09,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,"12,407",None,None
2017-09,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,"12,051",None,None
2017-09,Cal MediConnect,Los Angeles,LA CARE CCI,"15,070",None,None
2017-09,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,"2,657",None,None
2017-09,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,"2,318",None,None
2017-09,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,"2,357",None,None
2017-09,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,"4,674",None,None
2017-09,Cal MediConnect,Santa Clara,Santa Clara Family Hlth CCI,"7,124",None,None
2017-09,CCS Demonstration,San Mateo,San Mateo HCP CCS,"1,619",None,None
2017-09,COHS,Orange,CalOPTIMA / Orange,"775,590",None,None
2017-09,COHS,Merced,Central California Alliance for Health Merced,"127,936",None,None
2017-09,COHS,Monterey,Central California Alliance for Health/Monterey,"158,168",None,None
2017-09,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"69,623",None,None
2017-09,COHS,Ventura,Gold Coast Health Plan Ventura,"205,263",None,None
2017-09,COHS,San Mateo,Hlth Plan of San Mateo,"112,341",None,None
2017-09,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,"11,415",None,None
2017-09,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,"52,233",None,None
2017-09,COHS,Lake,Partnership HealthPlan of CA/Lake,"30,886",None,None
2017-09,COHS,Lassen,Partnership HealthPlan of CA/Lassen,"7,580",None,None
2017-09,COHS,Marin,Partnership HealthPlan of CA/Marin,"39,695",None,None
2017-09,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,"38,372",None,None
2017-09,COHS,Modoc,Partnership HealthPlan of CA/Modoc,"3,091",None,None
2017-09,COHS,Shasta,Partnership HealthPlan of CA/Shasta,"59,993",None,None
2017-09,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,"17,478",None,None
2017-09,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"114,055",None,None
2017-09,COHS,Trinity,Partnership HealthPlan of CA/Trinity,"4,359",None,None
2017-09,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"53,988",None,None
2017-09,COHS,Napa,Partnership HP of CA/Napa,"28,814",None,None
2017-09,COHS,Solano,Partnership HP of CA/Solano,"111,484",None,None
2017-09,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"125,579",None,None
2017-09,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","54,658",None,None
2017-09,Dental,Los Angeles,Access Dental Plan/LA,"193,994",None,None
2017-09,Dental,Sacramento,Access Dental Plan/Sacto,"139,748",None,None
2017-09,Dental,Los Angeles,Health Net of California,"200,671",None,None
2017-09,Dental,Sacramento,Health Net of California Dental,"130,197",None,None
2017-09,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"67,015",None,None
2017-09,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"162,847",None,None
2017-09,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"183,378",None,None
2017-09,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"85,806",None,None
2017-09,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"285,644",None,None
2017-09,Geographic Managed Care,Sacramento,Health Net/Sac,"115,765",None,None
2017-09,Geographic Managed Care,San Diego ,Health Net/San Diego,"77,616",None,None
2017-09,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"85,034",None,None
2017-09,Geographic Managed Care,San Diego ,Kaiser/San Diego,"53,028",None,None
2017-09,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"60,317",None,None
2017-09,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"232,474",None,None
2017-09,Imperial Model,Imperial,California Health & Wellness/Imperial,"61,326",None,None
2017-09,Imperial Model,Imperial,Molina Healthcare of California/Imperial,"15,430",None,None
2017-09,PACE,Orange,CalOPTIMA PACE,225,None,None
2017-09,PACE,Fresno,Central Valley Medical Services Corp.,361,None,None
2017-09,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",128,None,None
2017-09,PACE,Riverside,InnovAge PACE/Riverside,120,None,None
2017-09,PACE,San Bernardino,InnovAge PACE/San Bernardino,331,None,None
2017-09,PACE,Santa Clara,OnLok Lifeways,224,None,None
2017-09,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,217,None,None
2017-09,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,985,None,None
2017-09,PACE,San Diego ,San Diego PACE,225,None,None
2017-09,PACE,San Diego ,St. Paul's PACE,661,None,None
2017-09,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,680,None,None
2017-09,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,139,None,None
2017-09,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,"5,396",None,None
2017-09,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,"29,498",None,None
2017-09,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,"3,777",None,None
2017-09,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,"4,662",None,None
2017-09,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,"8,894",None,None
2017-09,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,"3,877",None,None
2017-09,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,"1,952",None,None
2017-09,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,"2,983",None,None
2017-09,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,"1,730",None,None
2017-09,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,"12,440",None,None
2017-09,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,"30,831",None,None
2017-09,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,"2,634",None,None
2017-09,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,405,None,None
2017-09,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,"22,329",None,None
2017-09,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,"9,430",None,None
2017-09,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,"5,077",None,None
2017-09,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,"17,011",None,None
2017-09,Regional,Alpine,California Health & Wellness/Alpine,94,None,None
2017-09,Regional,Amador,California Health & Wellness/Amador,"1,036",None,None
2017-09,Regional,Butte,California Health & Wellness/Butte,"36,762",None,None
2017-09,Regional,Calaveras,California Health & Wellness/Calaveras,"5,664",None,None
2017-09,Regional,Colusa,California Health & Wellness/Colusa,"2,606",None,None
2017-09,Regional,El Dorado,California Health & Wellness/El Dorado,"19,689",None,None
2017-09,Regional,Glenn,California Health & Wellness/Glenn,"6,125",None,None
2017-09,Regional,Inyo,California Health & Wellness/Inyo,"1,867",None,None
2017-09,Regional,Mariposa,California Health & Wellness/Mariposa,848,None,None
2017-09,Regional,Mono,California Health & Wellness/Mono,990,None,None
2017-09,Regional,Nevada,California Health & Wellness/Nevada,"8,186",None,None
2017-09,Regional,Placer,California Health & Wellness/Placer,"9,281",None,None
2017-09,Regional,Plumas,California Health & Wellness/Plumas,"2,413",None,None
2017-09,Regional,Sierra,California Health & Wellness/Sierra,216,None,None
2017-09,Regional,Sutter,California Health & Wellness/Sutter,"10,049",None,None
2017-09,Regional,Tehama,California Health & Wellness/Tehama,"11,129",None,None
2017-09,Regional,Tuolumne,California Health & Wellness/Tuolumne,"5,787",None,None
2017-09,Regional,Yuba,California Health & Wellness/Yuba,"8,828",None,None
2017-09,Regional,Amador,Kaiser/Amador,96,None,None
2017-09,Regional,El Dorado,Kaiser/El Dorado,"1,915",None,None
2017-09,Regional,Placer,Kaiser/Placer,"6,762",None,None
2017-09,San Benito Model,San Benito,Anthem Blue Cross Partnership Plan/San Benito,"8,187",None,None
2017-09,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,586",None,None
2017-09,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,545,None,None
2017-09,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,335,None,None
2017-09,SCAN,Los Angeles,SCAN Hlth Plan / LA,"7,313",None,None
2017-09,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,"2,010",None,None
2017-09,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,"1,322",None,None
2017-09,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,"2,362",None,None
2017-09,Special Project,Los Angeles,Brandman Ctrs for Senior Care,220,None,None
2017-09,Special Project,Contra Costa,Center for Elders Independence,77,None,None
2017-09,Special Project,Alameda,Cntr Elders Indep/Alameda,630,None,None
2017-09,Special Project,San Francisco,Family Mosaic Prj / SF,25,None,None
2017-09,Special Project,Sacramento,Sutter SeniorCare/Sac,278,None,None
2017-09,Two-Plan,Alameda,Alameda Alliance for Hlth,"267,010",None,None
2017-09,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"64,857",None,None
2017-09,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"28,569",None,None
2017-09,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"111,944",None,None
2017-09,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,"19,856",None,None
2017-09,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,"19,252",None,None
2017-09,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"75,669",None,None
2017-09,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"20,003",None,None
2017-09,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"94,390",None,None
2017-09,Two-Plan,Fresno,CalViva Health Fresno,"301,741",None,None
2017-09,Two-Plan,Kings,CalViva Health Kings,"27,424",None,None
2017-09,Two-Plan,Madera,CalViva Health Madera,"36,597",None,None
2017-09,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"184,089",None,None
2017-09,Two-Plan,Los Angeles,Health Net / LA,"1,020,470",None,None
2017-09,Two-Plan,Kern,Health Net/Kern,"75,963",None,None
2017-09,Two-Plan,San Joaquin,Health Net/San Joaquin,"22,391",None,None
2017-09,Two-Plan,Stanislaus,Health Net/Stanislaus,"75,313",None,None
2017-09,Two-Plan,Tulare,Health Net/Tulare,"115,179",None,None
2017-09,Two-Plan,Stanislaus,Health Plan of San Joaquin,"129,413",None,None
2017-09,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"221,230",None,None
2017-09,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"607,297",None,None
2017-09,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"633,180",None,None
2017-09,Two-Plan,Kern,Kern Hlth Systems,"248,759",None,None
2017-09,Two-Plan,Los Angeles,LA CARE,"2,063,974",None,None
2017-09,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"89,903",None,None
2017-09,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"77,276",None,None
2017-09,Two-Plan,San Francisco,San Francisco Hlth Plan,"136,771",None,None
2017-09,Two-Plan,Santa Clara,Santa Clara Family Hlth,"263,788",None,None
2017-10,Cal MediConnect,Los Angeles,Anthem Blue Cross (Care More) CCI,"3,617",None,None
2017-10,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,"2,911",None,None
2017-10,Cal MediConnect,Orange,CalOPTIMA CCI,"15,118",None,None
2017-10,Cal MediConnect,Los Angeles,Care 1st Health Plan CCI,"3,546",None,None
2017-10,Cal MediConnect,San Diego ,Care 1st Parternship CCI,"2,366",None,None
2017-10,Cal MediConnect,San Diego ,Community Health Group CCI,"5,395",None,None
2017-10,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,"12,411",None,None
2017-10,Cal MediConnect,San Diego ,Health Net San Diego CCI,"2,148",None,None
2017-10,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,"9,173",None,None
2017-10,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,"12,491",None,None
2017-10,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,"12,114",None,None
2017-10,Cal MediConnect,Los Angeles,LA CARE CCI,"15,242",None,None
2017-10,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,"2,662",None,None
2017-10,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,"2,299",None,None
2017-10,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,"2,344",None,None
2017-10,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,"4,697",None,None
2017-10,Cal MediConnect,Santa Clara,Santa Clara Family Hlth CCI,"7,153",None,None
2017-10,CCS Demonstration,San Mateo,San Mateo HCP CCS,"1,605",None,None
2017-10,COHS,Orange,CalOPTIMA / Orange,"772,925",None,None
2017-10,COHS,Merced,Central California Alliance for Health Merced,"127,048",None,None
2017-10,COHS,Monterey,Central California Alliance for Health/Monterey,"157,490",None,None
2017-10,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"69,501",None,None
2017-10,COHS,Ventura,Gold Coast Health Plan Ventura,"205,022",None,None
2017-10,COHS,San Mateo,Hlth Plan of San Mateo,"111,752",None,None
2017-10,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,"11,465",None,None
2017-10,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,"52,268",None,None
2017-10,COHS,Lake,Partnership HealthPlan of CA/Lake,"31,028",None,None
2017-10,COHS,Lassen,Partnership HealthPlan of CA/Lassen,"7,524",None,None
2017-10,COHS,Marin,Partnership HealthPlan of CA/Marin,"39,643",None,None
2017-10,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,"38,400",None,None
2017-10,COHS,Modoc,Partnership HealthPlan of CA/Modoc,"3,118",None,None
2017-10,COHS,Shasta,Partnership HealthPlan of CA/Shasta,"59,904",None,None
2017-10,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,"17,565",None,None
2017-10,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"113,635",None,None
2017-10,COHS,Trinity,Partnership HealthPlan of CA/Trinity,"4,348",None,None
2017-10,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"54,041",None,None
2017-10,COHS,Napa,Partnership HP of CA/Napa,"28,762",None,None
2017-10,COHS,Solano,Partnership HP of CA/Solano,"111,282",None,None
2017-10,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"125,623",None,None
2017-10,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","54,447",None,None
2017-10,Dental,Los Angeles,Access Dental Plan/LA,"191,996",None,None
2017-10,Dental,Sacramento,Access Dental Plan/Sacto,"139,051",None,None
2017-10,Dental,Los Angeles,Health Net of California,"199,574",None,None
2017-10,Dental,Sacramento,Health Net of California Dental,"129,885",None,None
2017-10,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"66,753",None,None
2017-10,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"162,665",None,None
2017-10,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"182,765",None,None
2017-10,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"85,910",None,None
2017-10,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"284,991",None,None
2017-10,Geographic Managed Care,Sacramento,Health Net/Sac,"115,157",None,None
2017-10,Geographic Managed Care,San Diego ,Health Net/San Diego,"77,591",None,None
2017-10,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"85,086",None,None
2017-10,Geographic Managed Care,San Diego ,Kaiser/San Diego,"52,996",None,None
2017-10,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"60,181",None,None
2017-10,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"232,403",None,None
2017-10,Geographic Managed Care,Sacramento,UnitedHealthcare Community Plan of California/Sacto,162,None,None
2017-10,Geographic Managed Care,San Diego ,UnitedHealthcare Community Plan of California/San Diego,86,None,None
2017-10,Imperial Model,Imperial,California Health & Wellness/Imperial,"61,334",None,None
2017-10,Imperial Model,Imperial,Molina Healthcare of California/Imperial,"15,262",None,None
2017-10,PACE,Orange,CalOPTIMA PACE,230,None,None
2017-10,PACE,Fresno,Central Valley Medical Services Corp.,375,None,None
2017-10,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",130,None,None
2017-10,PACE,Riverside,InnovAge PACE/Riverside,119,None,None
2017-10,PACE,San Bernardino,InnovAge PACE/San Bernardino,338,None,None
2017-10,PACE,Santa Clara,OnLok Lifeways,226,None,None
2017-10,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,218,None,None
2017-10,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,983,None,None
2017-10,PACE,San Diego ,San Diego PACE,232,None,None
2017-10,PACE,San Diego ,St. Paul's PACE,683,None,None
2017-10,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,675,None,None
2017-10,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,134,None,None
2017-10,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,"5,348",None,None
2017-10,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,"29,134",None,None
2017-10,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,"3,804",None,None
2017-10,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,"4,701",None,None
2017-10,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,"8,872",None,None
2017-10,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,"3,770",None,None
2017-10,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,"1,961",None,None
2017-10,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,"2,989",None,None
2017-10,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,"1,665",None,None
2017-10,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,"12,431",None,None
2017-10,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,"30,518",None,None
2017-10,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,"2,632",None,None
2017-10,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,411,None,None
2017-10,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,"22,196",None,None
2017-10,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,"9,379",None,None
2017-10,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,"5,080",None,None
2017-10,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,"16,956",None,None
2017-10,Regional,Alpine,California Health & Wellness/Alpine,91,None,None
2017-10,Regional,Amador,California Health & Wellness/Amador,"1,039",None,None
2017-10,Regional,Butte,California Health & Wellness/Butte,"37,199",None,None
2017-10,Regional,Calaveras,California Health & Wellness/Calaveras,"5,656",None,None
2017-10,Regional,Colusa,California Health & Wellness/Colusa,"2,629",None,None
2017-10,Regional,El Dorado,California Health & Wellness/El Dorado,"19,617",None,None
2017-10,Regional,Glenn,California Health & Wellness/Glenn,"6,251",None,None
2017-10,Regional,Inyo,California Health & Wellness/Inyo,"1,889",None,None
2017-10,Regional,Mariposa,California Health & Wellness/Mariposa,847,None,None
2017-10,Regional,Mono,California Health & Wellness/Mono,987,None,None
2017-10,Regional,Nevada,California Health & Wellness/Nevada,"8,305",None,None
2017-10,Regional,Placer,California Health & Wellness/Placer,"9,217",None,None
2017-10,Regional,Plumas,California Health & Wellness/Plumas,"2,403",None,None
2017-10,Regional,Sierra,California Health & Wellness/Sierra,219,None,None
2017-10,Regional,Sutter,California Health & Wellness/Sutter,"9,981",None,None
2017-10,Regional,Tehama,California Health & Wellness/Tehama,"11,181",None,None
2017-10,Regional,Tuolumne,California Health & Wellness/Tuolumne,"5,792",None,None
2017-10,Regional,Yuba,California Health & Wellness/Yuba,"8,820",None,None
2017-10,Regional,Amador,Kaiser/Amador,97,None,None
2017-10,Regional,El Dorado,Kaiser/El Dorado,"1,892",None,None
2017-10,Regional,Placer,Kaiser/Placer,"6,784",None,None
2017-10,San Benito Model,San Benito,Anthem Blue Cross Partnership Plan/San Benito,"8,159",None,None
2017-10,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,599",None,None
2017-10,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,537,None,None
2017-10,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,334,None,None
2017-10,SCAN,Los Angeles,SCAN Hlth Plan / LA,"7,324",None,None
2017-10,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,"2,019",None,None
2017-10,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,"1,336",None,None
2017-10,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,"2,392",None,None
2017-10,Special Project,Los Angeles,Brandman Ctrs for Senior Care,225,None,None
2017-10,Special Project,Contra Costa,Center for Elders Independence,76,None,None
2017-10,Special Project,Alameda,Cntr Elders Indep/Alameda,627,None,None
2017-10,Special Project,San Francisco,Family Mosaic Prj / SF,20,None,None
2017-10,Special Project,Sacramento,Sutter SeniorCare/Sac,281,None,None
2017-10,Two-Plan,Alameda,Alameda Alliance for Hlth,"266,588",None,None
2017-10,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"64,824",None,None
2017-10,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"28,639",None,None
2017-10,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"111,587",None,None
2017-10,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,"19,774",None,None
2017-10,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,"19,230",None,None
2017-10,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"75,523",None,None
2017-10,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"19,831",None,None
2017-10,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"94,012",None,None
2017-10,Two-Plan,Fresno,CalViva Health Fresno,"300,983",None,None
2017-10,Two-Plan,Kings,CalViva Health Kings,"27,494",None,None
2017-10,Two-Plan,Madera,CalViva Health Madera,"36,568",None,None
2017-10,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"183,966",None,None
2017-10,Two-Plan,Los Angeles,Health Net / LA,"1,020,916",None,None
2017-10,Two-Plan,Kern,Health Net/Kern,"75,746",None,None
2017-10,Two-Plan,San Joaquin,Health Net/San Joaquin,"22,239",None,None
2017-10,Two-Plan,Stanislaus,Health Net/Stanislaus,"74,971",None,None
2017-10,Two-Plan,Tulare,Health Net/Tulare,"115,391",None,None
2017-10,Two-Plan,Stanislaus,Health Plan of San Joaquin,"129,444",None,None
2017-10,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"220,819",None,None
2017-10,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"605,416",None,None
2017-10,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"631,491",None,None
2017-10,Two-Plan,Kern,Kern Hlth Systems,"248,670",None,None
2017-10,Two-Plan,Los Angeles,LA CARE,"2,066,556",None,None
2017-10,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"89,483",None,None
2017-10,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"76,927",None,None
2017-10,Two-Plan,San Francisco,San Francisco Hlth Plan,"136,202",None,None
2017-10,Two-Plan,Santa Clara,Santa Clara Family Hlth,"262,345",None,None
2017-11,Cal MediConnect,Los Angeles,Anthem Blue Cross (Care More) CCI,"3,610",None,None
2017-11,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,"2,883",None,None
2017-11,Cal MediConnect,Orange,CalOPTIMA CCI,"15,054",None,None
2017-11,Cal MediConnect,Los Angeles,Care 1st Health Plan CCI,"3,450",None,None
2017-11,Cal MediConnect,San Diego ,Care 1st Parternship CCI,"2,372",None,None
